"RE_ID","USER_ID","MOTEL_ID","RE_MOTEL_RATING1","RE_MOTEL_REVIEWS"
"2200","230","364","3","Good. Sạch sẽ cao ráo"
"2201","231","364","5","Tốt"
"2202","232","364","5","Tốt"
"2203","233","364","5","Tốt"
"2204","234","365","4","Tốt"
"2205","235","365","4","Tốt"
"2206","236","365","4","không gian khá ổn, có gác ở ghép sẽ giảm bớt chi phí"
"2207","237","365","3","ở 4 năm, trọ an ninh, sạch sẽ, bà cụ hiền lành thân thiện"
"2208","238","365","5","Thấy cũng được phòng trọ nhiều, sạch sẽ, thời gian quy định ra vô rõ ràng..."
"2209","239","366","5","Rất tot"
"2210","240","366","4","Tàm Tạm"
"2211","241","366","1","Đầy đủ tiện nghi cô chủ thì vô cùng dễ thương"
"2212","242","366","5","Căn phòng khoản 3m, tivi tolet đầy đủ, sạch sẽ. giá bình dân."
"2213","243","366","5","Hợp lý! Giá ở rẻ, cũng khá sạch!"
"2214","244","369","3","Phong tro hoang mai sach khoan mat"
"2215","245","369","2","
tót giá rẻ"
"2216","246","369","2","Tệ , khá dơ"
"2217","247","369","1","Phòng trọ giá siêu rẽ"
"2218","248","369","1","Phòng oke"
"2219","249","369","5","Nhà trọ an ninh, chủ trọ có bán đồ lặt vặt đỡ chạy vòng vòng mua, phòng thì có gián nhưng giá thì rẻ không bị ngập nước nói chung là ổn"
"2220","250","370","4","Vị trí thực tế không tồn tại như trên bản đồ. Hỏi người dân xung quanh cũng không ai biết nhà trọ này (có thể gg maps chưa cập nhật)"
"2221","251","370","2","Bình thường"
"2222","252","370","3","Tiện nghi"
"2223","253","370","3","
Phòng bé"
"2224","254","370","4","Nhà dơ"
"2225","255","370","3","nhà trọ tạm ổn, cứ mất đồ vặt hoài không thích lắm"
"2226","256","371","5","Mot noi rat dep"
"2227","257","371","4","Trường rất tốt ạ"
"2228","258","371","4","Tôt giá rẻ"
"2229","259","371","5","Giá hợp lí"
"2230","260","371","5","tốt"
"2231","261","371","4","tốt"
"2232","262","371","5","tốt"
"2233","263","371","4","tốt"
"2234","264","371","5","tốt"
"2235","265","371","5","tốt"
"2236","266","371","4","Giá phòng tầm 900, Cô chủ trọ thân thiện tốt bụng, phơi đồ không lo mưa ướt."
"2237","267","371","5","Sống sao cho thỏa ơn trời ban cho"
"2238","268","371","4","Rộng rãi. Nhiều phòng. Giá rẻ. An toàn. Có chỗ phơi đồ và đậu xe trong mát. Có wifi nhưng hơi yếu và không free"
"2239","269","371","5","Đây là nhà trọ ấm cúng nhất."
"2240","270","371","4","Phòng trọ đẹp. Giá phải chăng. Đường đi vào nhà trọ nhỏ, khó đi nhất là vào mùa mưa. Tuy nhiên nhà trọ rất yên tĩnh. Không bị ồn ào bởi xe cộ. Xung quanh nhà trọ cũng rất tiện lợi để đến các bệnh viện hay trường học"
"2241","271","371","5","Nhà chọ thuên hương mình sống ở đây hơn 5 năm rồi. Nhà trọ ban an ninh, thoán mát. Cổng từ và lắp các camera từ ngoài cổng vào tới trong các dẫy trọ. Phòng rộng thoán mát, giá sinh viên nưa"
"2242","272","371","4","Có camera an ninh. Giá rẻ. Phòng rộng"
"2243","273","372","5","có camera giám sát an ninh ok"
"2244","274","372","4","Sạch sẽ thoanga mát"
"2245","275","372","5","Nhà Trọ Thiên Hương: Chúc mừng năm mới 2019
Nơi này là an toàn và an ninh Trong và ngoài với một thẻ để mở cổng. Nhà Tro này là sinh viên đắt tiền và chỉ có 2.5k / 1 Kg điện. 8k / 1 Khối nước. Đó là Nice, yên tĩnh và sạch sẽ gần cửa hàng siêu thị, trong cửa hàng cửa hàng tiện lợi là rất gần. Và nhiều tiệm làm tóc tiệm cà phê, phòng trò chơi xung quanh. Tôi chỉ thích và đọc các commont.
Vị trí này rộng rãi cho mọi người cảm thấy thoải mái khi ở lại đây. Tôi hy vọng các bản đồ google vị trí chính xác trên đó để gửi nhiều doanh nghiệp đến nơi này."
"2246","276","372","5","tốt"
"2247","277","372","5","tốt"
"2248","278","372","5","tốt"
"2249","279","372","5","Nhà trọ đường hơi khó tìm, nhưng đi rùi sẽ quen, nhà trọ mới xây, sạch đẹp, có lavabo rất thích, giá rẻ so với nhà trọ, vì nhà trọ cũng to mà lại còn rất mới.  Giá điện giá nước rất hợp lý, chủ nhà trọ thì ôi hỡi chú quá tốt và nhiệt tình."
"2250","280","374","3","Sạch sẽ thoáng mát!"
"2251","281","374","5","Nhà trọ sạch đẹp... giá vừa phải"
"2252","282","374","5","Tot"
"2253","283","374","5","Nhà trọ thoáng mát, sạch sẽ, yên tĩnh. Sáng thức giấc không gian bình yên như ở quê. Rất thoải mái "
"2254","284","374","5","Giá cả hợp lý, an ninh, không gian thoáng"
"2255","285","374","5","Giá cả cũng tương đối hợp lý được cái khu này an ninh tốt nên ở khá an tâm nhé"
"2256","286","375","5","Rất tốt"
"2257","287","375","4","Tốt"
"2258","288","375","5","Tốt"
"2259","289","375","5","Tốt"
"2260","290","375","5","Tuyệt vời!"
"2261","291","375","5","Nhà trọ tốt"
"2262","292","375","4","Không gian rộng rãi, thoải mái, phòng sạch sẽ, giá cả hợp lý"
"2263","293","375","4","Nhà trọ rộng rãi, thoáng mát."
"2264","294","376","5","Nhìn khách quan thì nhà trọ sạch đẹp an toàn"
"2265","295","376","5","Nhà trọ tháng giá bình dân dành cho sinh viên"
"2266","296","376","4","Tốt"
"2267","297","376","5","khá
"
"2268","298","376","4","Nhà trọ thoáng mát , sạch sẽ"
"2269","299","376","5","Sạch sẽ thoáng mát!"
"2270","300","376","5","Thoáng mát, sạch sẽ, quản lý nhiệt tình đúng giờ. Giá cả phải chăg"
"2271","301","377","5","Ko dc"
"2272","302","377","5","Phù hợp."
"2273","303","377","5","Khá ok về phòng ở lẫn an ninh"
"2274","304","377","5","An ninh, giá hợp lý"
"2275","305","377","4","quản lí trọ thích tự cúp cầu dao cho trọ"
"2276","306","377","3","Người trọ rất vui vẻ"
"2277","307","377","4","Rất nhiều phòng, wifi chia sẻ nhiều yếu"
"2278","308","377","2","Nhà trọ rộng rãi. An ninh."
"2279","309","377","2","Nhà trọ rộng, giá tốt."
"2280","310","377","1","Ổn cho sinh viên!"
"2281","311","377","5","Vâng"
"2282","312","377","4","Khá an ninh"
"2283","313","377","5","Thoáng mát. Giá hơi cao"
"2284","314","379","5","Gia bình dân"
"2285","315","379","1","Phòng tam được"
"2286","316","379","5","Nhà trọ sạch sẽ"
"2287","317","379","5","An toàn"
"2288","318","379","4","Căn hộ nhỏ của sinh viên tư nhân, phòng khô và sạch nhưng nhỏ"
"2289","319","379","5","Đi chơi với người yêu"
"2290","320","379","4","Chất lượng cũng tốt"
"2291","321","379","2","Gắn bó 14 năm trời"
"2292","322","379","3","Mọi thứ tuyệt vời. An ninh, sạch sẽ, thân thiện!"
"2293","323","379","5","Mọi thứ ok!"
"2294","324","379","5","Sạch sẽ, an toàn, giá cả hợp lý"
"2295","325","379","5","Tôi không nghĩ như vậy về ý tưởng đó vì đây là một nơi rất xa trung tâm thành phố. Tôi nghĩ rằng nó sẽ có một số nhược điểm."
"2296","326","379","5","Dear bạn. Nhà trọ sinh viên Hoàng Nam nằm cách trường ĐH FPT 2km, và cách ĐH Nam Cần Thơ 3km. Gần BV Nhi Đồng và BV Đột Qụi nha bạn."
"2297","327","379","4","Ở đây ăn nhậu thâu đêm hát hò thoãi mái k sợ chủ nhắc nhỡ..."
"2298","328","379","5","Phu hop cho sinh vien"
"2299","329","379","5","Binh dan"
"2300","330","379","2","Nhà trọ tự quản. Rất thích"
"2301","331","379","4","Tuyệt vời"
"2302","332","379","4","trọ rộng rãi, wifi mạnh coi phim tốt rất ok"
"2303","333","379","3","Yên tĩnh, an ninh, 10đ"
"2304","334","379","4","Giá ok.  An Ninh"
"2305","224","380","1","Nhà sạch sẽ, giá bình dân cho sinh viên."
"2306","225","380","2","Vị trí Mặt tiền đường Trần Nam Phú (Lộ ngân hàng) dễ tìm kiếm, dễ đi lại thuận tiện hơn"
"2307","226","380","5","Phòng nầy bao tiền 1 tháng vậy các bạn"
"2308","227","380","5","Xóa bài đánh giá 1 sao để cao điểm bình chọn ảo? Làm ăn gian lận vậy ad
"
"2309","228","380","3","Cho tôi xin số điện thoại chủ trọ với"
"2310","229","380","5","Giá cả phải chăng. Khu nhà trọ lớn với nhiều dãy phòng. Có bảo vệ, căn tin..."
"2311","230","381","5","Thì sv ở đc"
"2312","231","381","5","Ai cho minh xin sdt cua chủ nhà trọ này với"
"2313","232","381","4","Cho xin sđt nguoi quan ly nha tro ""gap"""
"2314","233","381","4","Tui rất thích luôn"
"2315","234","381","4","nơi đáng trọ"
"2316","235","381","3","Nhà trọ rộng rãi, an ninh, có bãi giữ xe."
"2317","236","381","5","giá rẻ"
"2318","237","382","5","Tiện nghi, an toàn"
"2319","238","382","4","Thoáng mát. Giá bình dân"
"2320","239","382","1","nhà trọ toàn nữ"
"2321","240","382","5","Nhà trọ nữ"
"2322","241","382","5","Phòng k sạch lắm
Giá cả hợp lí"
"2323","242","382","3","An ninh , giá cả hợp lý"
"2324","243","382","2","Chủ trọ thân thiện dễ gần vui vẻ, trọ ở yên tĩnh. Phòng trọ rộng rãi thoáng mát, có nhiều camera, đặc biệt có chó giữ nhà rất giỏi."
"2325","244","382","2","Cho em hỏi còn phồng không ạ"
"2326","245","382","1","800k rất hài lòng, phòng trọ phù hợp giá tiền."
"2327","246","382","1","Bình dân,sinh viên,không có gì nổi bật"
"2328","247","382","5","Chủ trọ nhiệt tình vui vẻ. Phòng hiện tại 800k. Có gác lửng. Đặc biệt chủ trọ cho nuôi chó."
"2329","248","382","4","Thích hợp"
"2330","249","383","2","An ninh"
"2331","250","383","3","Có"
"2332","251","383","3","Chất lượng cũng tốt"
"2333","252","383","4","Tại đây bình yên"
"2334","253","383","3","Nhậu vui quá,ae nhiệt tình"
"2335","254","383","5","Phòng trọ rẻ ,ăn ninh"
"2336","255","383","4","Cảnh báo nóng. Từ tháng 1 đến tháng 12 nóng quanh năm, phơi đồ bao khô cho mọi thời tiết. Wifi free đúng chuẩn éo dùng được. Hai dãy phòng đối diện bao vui và náo nhiệt mọi thời điểm nhá. Nơi hội tụ của những diện có sổ hộ giàu lắp máy lạnh. Hàng xóm bao OK và nhiệt tình (Vừa dọn tới là có người đến chia buồn)."
"2337","256","384","4","Hơi nóng, có nhiều thành phần hỗn tạp, wifi yếu"
"2338","257","384","5","Không tiện nghi"
"2339","258","384","5","Wifi yếu quá"
"2340","259","384","4","Sạch sẽ đầy đủ tiện nghi an ninh"
"2341","260","384","5","Nóng, hôi cống và hơi ồn."
"2342","220","384","4","Nha tro moi sach dep, gia binh dan"
"2343","221","385","5","NÓNG, wifi yếu xài ko đc"
"2344","222","385","5","Nhà Trọ có sân vườn, hồ cá, nơi đậu xe quá rộng, sân phơi đồ. Vừa ý mình"
"2345","223","385","4","Nhà Trọ Sinh Viên tuyệt nhất Cần Thơ"
"2346","224","385","5","Qua rộng, mát mẻ, chủ trọ hiền, tốt bụng ok hết"
"2347","225","385","4","Phòng trọ sạch đẹp, sân vườn rộng, sạch, thoáng mát. Khuôn viên có cây cảnh hoa. rất đẹp."
"2348","226","385","5","Hẻm tuy nhỏ nhưng rất nhiều nhà trọ"
"2349","227","386","4","Tuyêt vời"
"2350","228","386","5","Nơi ở thoáng mát sinh hoạt tiện lợi"
"2351","229","386","4","Nhà trọ sinh viên Cần Thơ đẹp, sạch sẽ, vườn hoa colourful"
"2352","230","386","5","Cũng được nhưng hơi mắc"
"2353","231","386","4","Thoải mái"
"2354","232","389","5","Rất Đẹp Ahiiiiiii"
"2355","233","389","5","tốt"
"2356","234","389","5","Rộng rãi, sạch sẽ"
"2357","235","389","5","sân lớn, nhiều cây và bóng, tốt
"
"2358","236","389","5","Khá ổn nhà rộng, sạch sẽ."
"2359","237","389","3","Đường đi chưa tốt"
"2360","238","389","5","Sạch sẽ, thoáng mát, an ninh cao, giá cả phù hợp, ông chủ dễ chịu."
"2361","239","389","5","Gần ĐHCT"
"2362","240","390","5","Ở đây ông chủ rất dễ tính.va khu nhà trọ cũng rất yên tĩnh và an toàn vì đc lắp khá nhìu camera . Giá phòng cũng vừa phải.."
"2363","241","390","5","Rộng rãi và thoáng mát"
"2364","242","390","5","Tốt"
"2365","243","390","5","Nhà trọ hơi bì tù do nhiều phòng, giá hơi cao so với phòbg nhưng được cái nước ko ngập, ở 1 mình ok {tùy chổ, phòng mình 800k, có chổ 1 p 2tr3). Chủ trọ không có ở chung nên cũng thoải mái, đóng tiền trọ chễ ko bị la rầy như chổ khác."
"2366","244","390","4","nhà  trọ thoát mát sạch đẹp  luôn
không gia yên tĩnh nữa"
"2367","245","390","5","Bình thường tiền nào của nấy"
"2368","246","390","5","Nhà trọ sạch sẽ, an toàn giá cả hợp lí, với lại có anh chủ trọ đẹp trai nữa :))) thích ghê"
"2369","247","390","5","Cho em hỏi nhà trọ 1tháng giá bao nhiêu vậy ạ"
"2370","248","391","5","Trọ an ninh tuyệt đối, sạch sẽ, trật tự.bạn trọ hòa đồng chủ trọ dễ thương."
"2371","249","391","4","Thoáng mát, khá rộng rãi. Giá thuê 900k/tháng."
"2372","250","391","4","Sạch sẽ, thoáng mát, an ninh cao, giá cả phù hợp, ông chủ dễ chịu."
"2373","251","391","5","Buổi tối khá là yên tỉnh"
"2374","252","391","5","An ninh tốt"
"2375","253","395","4","Chủ trọ dễ thương lắm"
"2376","254","395","5","An toàn"
"2377","255","395","4","Căn tin xa."
"2378","256","395","5","Được chứ"
"2379","257","395","5","Có sân phơi đồ riêng, nhà để xe nữa, wifi, camera"
"2380","258","395","5","Nhà trọ an ninh, có wifi, camera, thuận tiện giao thông, ăn vặt..."
"2381","259","395","5","Mọi thứ tuyệt vời. An ninh, sạch sẽ, thân thiện!"
"2382","260","395","5","nhà trọ đẹp, chủ trọ tốt tính vui vẻ, an ninh tốt. Phòng nầy bao tiền 1 tháng vậy các bạn"
"2383","261","395","5","Vị trí Mặt tiền đường Trần Nam Phú (Lộ ngân hàng) dễ tìm kiếm, dễ đi lại thuận tiện hơn"
"2384","262","395","4","nhà trọ toàn nữ. Nhà tui chứ đâu kkk"
"2385","263","395","3","Thoáng mát. Giá bình dân"
"2386","264","395","4","Nhà trọ sạch sẽ, an toàn giá cả hợp lí, với lại có anh chủ trọ đẹp trai nữa :))) thích ghê"
"2387","265","395","2","Trọ an ninh tuyệt đối, sạch sẽ, trật tự.bạn trọ hòa đồng chủ trọ dễ thương."
"2388","266","395","2","Nhà trọ hơi bì tù do nhiều phòng, giá hơi cao so với phòbg nhưng được cái nước ko ngập, ở 1 mình ok {tùy chổ, phòng mình 800k, có chổ 1 p 2tr3). Chủ trọ không có ở chung nên cũng thoải mái, đóng tiền trọ chễ ko bị la rầy như chổ khác."
"2389","267","395","1","nhà trọ thoát mát sạch đẹp luôn không gian yên tĩnh"
"2390","268","395","5","Bình thường tiền nào của nấy"
"2391","269","396","4","Có sân phơi đồ riêng, nhà để xe nữa, wifi, camera"
"2392","270","396","5","Nhà trọ an ninh, có wifi, camera, thuận tiện giao thông, ăn vặt..."
"2393","271","396","5","Trên cả tuyệt vời không có gì để bàn cãi"
"2394","272","396","1","Khu trọ rất yên tĩnh, sạch sẽ, văn minh. Xung quanh tiện ích đầy đủ, rất OK."
"2395","273","396","5","View tạm ổn, phòng rộng rãi thoáng mát"
"2396","274","396","5","Chủ trọ quá là dễ thương,phòng trọ tạm ổn"
